billing_month,household_id,contract_id,utility_bill_without_system_usd,utility_bill_with_system_usd,subscription_payment_usd,vpp_credits_usd,net_customer_value_usd,overage_kwh
2025-04,H000376,C-000376,360.64,36.18,183.87,0.0,140.59,98.91
2025-05,H000376,C-000376,407.55,46.63,183.87,0.0,177.05,119.53
2025-06,H000376,C-000376,374.21,37.02,183.87,0.0,153.32,104.87
2025-01,H000377,C-000377,232.14,93.64,120.75,0.0,17.75,46.18
2025-02,H000377,C-000377,220.94,84.72,120.37,0.0,15.85,42.23
2025-03,H000377,C-000377,240.36,89.29,121.03,0.0,30.04,49.08
2025-04,H000377,C-000377,246.72,86.95,121.25,0.0,38.52,51.32
2025-05,H000377,C-000377,274.8,95.37,122.21,0.0,57.22,61.21
2025-06,H000377,C-000377,231.53,71.93,120.73,0.0,38.87,45.96
2025-01,H000378,C-000378,268.5,4.39,211.18,0.0,52.93,36.81
2025-02,H000378,C-000378,246.88,3.56,210.27,0.0,33.05,27.41
2025-03,H000378,C-000378,310.68,7.15,212.96,0.0,90.57,55.15
2025-04,H000378,C-000378,333.61,4.89,213.93,0.0,114.79,65.12
2025-05,H000378,C-000378,355.02,2.39,214.83,0.0,137.8,74.43
2025-06,H000378,C-000378,337.08,2.29,214.07,0.0,120.72,66.63
2025-01,H000379,C-000379,250.26,1.93,121.11,0.0,127.22,0.0
2025-02,H000379,C-000379,250.49,1.7,121.11,0.0,127.68,0.0
2025-03,H000379,C-000379,278.02,0.83,121.59,0.0,155.6,3.05
2025-04,H000379,C-000379,281.3,0.04,121.8,0.0,159.46,4.42
2025-05,H000379,C-000379,316.8,0.0,124.12,0.0,192.68,19.29
2025-06,H000379,C-000379,280.81,0.0,121.77,0.0,159.04,4.22
2025-01,H000380,C-000380,250.76,35.28,82.81,0.0,132.67,114.77
2025-02,H000380,C-000380,247.45,35.28,82.81,0.0,129.36,112.45
2025-03,H000380,C-000380,297.04,39.77,82.81,0.0,174.46,147.25
2025-04,H000380,C-000380,293.68,36.45,82.81,0.0,174.42,144.89
2025-05,H000380,C-000380,326.63,41.51,82.81,0.0,202.31,168.01
2025-06,H000380,C-000380,325.99,36.55,82.81,0.0,206.63,167.56
2025-01,H000381,C-000381,219.59,11.48,148.91,0.0,59.2,0.0
2025-02,H000381,C-000381,213.48,10.05,148.91,0.0,54.52,0.0
2025-03,H000381,C-000381,266.02,11.13,148.91,0.0,105.98,0.0
2025-04,H000381,C-000381,270.57,7.37,148.91,0.0,114.29,0.0
2025-05,H000381,C-000381,309.34,7.25,148.91,0.0,153.18,13.75
2025-06,H000381,C-000381,278.57,4.64,148.91,0.0,125.02,0.15
2025-01,H000382,C-000382,359.31,58.71,129.59,0.0,171.01,133.75
2025-02,H000382,C-000382,344.66,53.97,129.59,0.0,161.1,125.93
2025-03,H000382,C-000382,414.37,65.44,129.59,0.0,219.34,163.11
2025-04,H000382,C-000382,445.41,68.33,129.59,0.0,247.49,179.67
2025-05,H000382,C-000382,492.91,73.8,129.59,0.0,289.52,205.0
2025-06,H000382,C-000382,450.03,61.71,129.59,0.0,258.73,182.13
2025-01,H000383,C-000383,224.98,12.93,209.14,0.0,2.91,0.0
2025-02,H000383,C-000383,216.94,11.74,209.14,0.0,-3.94,0.0
2025-03,H000383,C-000383,243.91,10.9,209.14,0.0,23.87,0.0
2025-04,H000383,C-000383,251.85,7.04,209.14,0.0,35.67,0.0
2025-05,H000383,C-000383,246.76,3.42,209.14,0.0,34.2,0.0
2025-06,H000383,C-000383,238.91,2.99,209.14,0.0,26.78,0.0
2025-01,H000384,C-000384,329.15,10.7,201.63,0.0,116.82,28.51
2025-02,H000384,C-000384,319.33,10.54,201.63,0.0,107.16,24.24
2025-03,H000384,C-000384,371.47,7.95,201.63,0.0,161.89,46.91
2025-04,H000384,C-000384,394.32,5.54,201.63,0.0,187.15,56.84
2025-05,H000384,C-000384,419.86,2.96,201.63,0.0,215.27,67.95
2025-06,H000384,C-000384,401.25,1.09,201.63,0.0,198.53,59.86
2025-01,H000385,C-000385,216.83,28.73,169.46,0.0,18.64,114.44
2025-02,H000385,C-000385,233.12,31.31,169.46,0.0,32.35,125.97
2025-03,H000385,C-000385,253.11,33.99,169.46,0.0,49.66,140.13
2025-04,H000385,C-000385,266.61,28.94,169.46,0.0,68.21,149.68
2025-05,H000385,C-000385,262.08,26.79,169.46,0.0,65.83,146.48
2025-06,H000385,C-000385,256.5,26.93,169.46,0.0,60.11,142.53
2025-01,H000386,C-000386,201.6,16.57,80.44,2.95,107.54,92.87
2025-02,H000386,C-000386,216.04,18.16,80.44,2.39,119.83,103.01
2025-03,H000386,C-000386,269.64,21.54,80.44,1.73,169.39,140.62
2025-04,H000386,C-000386,273.46,18.76,80.44,4.18,178.44,143.3
2025-05,H000386,C-000386,306.17,23.06,80.44,2.49,205.16,166.26
2025-06,H000386,C-000386,297.18,20.92,80.44,4.84,200.66,159.95
2025-01,H000387,C-000387,280.0,22.49,180.4,6.24,83.35,43.12
2025-02,H000387,C-000387,266.03,21.73,180.4,5.86,69.76,36.94
2025-03,H000387,C-000387,323.7,24.15,180.4,2.51,121.66,62.43
2025-04,H000387,C-000387,334.47,21.37,180.4,7.74,140.44,67.19
2025-05,H000387,C-000387,371.31,23.65,180.4,3.42,170.68,83.47
2025-06,H000387,C-000387,344.26,21.62,180.4,6.45,148.69,71.52
2025-01,H000388,C-000388,339.22,22.21,149.66,0.0,167.35,104.02
2025-02,H000388,C-000388,311.01,22.69,149.66,0.0,138.66,88.98
2025-03,H000388,C-000388,383.27,25.17,149.66,0.0,208.44,127.52
2025-04,H000388,C-000388,395.57,26.53,149.66,0.0,219.38,134.08
2025-05,H000388,C-000388,437.33,28.54,149.66,0.0,259.13,156.35
2025-06,H000388,C-000388,412.77,21.45,149.66,0.0,241.66,143.25
2025-01,H000389,C-000389,233.34,27.22,202.44,0.0,3.68,22.94
2025-02,H000389,C-000389,202.04,16.93,202.44,0.0,-17.33,11.91
2025-03,H000389,C-000389,232.5,15.1,202.44,0.0,14.96,22.64
2025-04,H000389,C-000389,224.91,11.11,202.44,0.0,11.36,19.97
2025-05,H000389,C-000389,234.42,3.9,202.44,0.0,28.08,23.32
2025-06,H000389,C-000389,203.09,2.44,202.44,0.0,-1.79,12.28
2025-01,H000390,C-000390,275.17,21.89,171.79,0.0,81.49,35.86
2025-02,H000390,C-000390,274.3,20.09,171.79,0.0,82.42,35.48
2025-03,H000390,C-000390,321.61,21.23,171.79,0.0,128.59,56.05
2025-04,H000390,C-000390,323.47,19.03,171.79,0.0,132.65,56.86
2025-05,H000390,C-000390,359.32,19.51,171.79,0.0,168.02,72.45
2025-06,H000390,C-000390,336.91,14.51,171.79,0.0,150.61,62.7
2025-01,H000391,C-000391,347.58,23.25,151.83,0.0,172.5,47.3
2025-02,H000391,C-000391,337.35,21.0,151.83,0.0,164.52,43.02
2025-03,H000391,C-000391,387.67,23.13,151.83,0.0,212.71,64.09
2025-04,H000391,C-000391,370.46,22.48,151.83,0.0,196.15,56.89
2025-05,H000391,C-000391,388.49,22.6,151.83,0.0,214.06,64.44
2025-06,H000391,C-000391,376.67,20.94,151.83,0.0,203.9,59.49
2025-01,H000392,C-000392,184.12,20.2,154.92,0.0,9.0,39.72
2025-02,H000392,C-000392,187.68,20.59,154.92,0.0,12.17,41.85
2025-03,H000392,C-000392,220.92,26.25,154.92,0.0,39.75,61.69
2025-04,H000392,C-000392,232.61,25.9,154.92,0.0,51.79,68.67
2025-05,H000392,C-000392,254.47,26.98,154.92,0.0,72.57,81.72
2025-06,H000392,C-000392,231.8,16.43,154.92,0.0,60.45,68.19
2025-01,H000393,C-000393,395.51,15.02,86.24,3.15,297.4,58.26
2025-02,H000393,C-000393,376.78,13.72,86.24,3.4,280.22,50.54
2025-03,H000393,C-000393,471.9,15.12,86.24,7.85,378.39,89.76
2025-04,H000393,C-000393,482.1,14.65,86.24,3.01,384.22,93.97
2025-05,H000393,C-000393,528.49,15.14,86.24,0.47,427.58,113.1
2025-06,H000393,C-000393,479.35,13.9,86.24,0.0,379.21,92.84
2025-01,H000394,C-000394,296.22,30.62,86.13,5.36,184.83,75.77
2025-02,H000394,C-000394,287.45,30.07,86.13,4.82,176.07,71.92
2025-03,H000394,C-000394,347.92,36.09,86.13,6.6,232.3,98.5
2025-04,H000394,C-000394,374.38,31.12,86.13,4.9,262.03,110.13
2025-05,H000394,C-000394,413.08,40.34,86.13,5.72,292.33,127.14
2025-06,H000394,C-000394,377.71,31.71,86.13,0.0,259.87,111.59
2025-01,H000395,C-000395,236.11,10.97,181.0,0.0,44.14,6.42
2025-02,H000395,C-000395,211.8,4.96,181.0,0.0,25.84,0.0
2025-03,H000395,C-000395,262.01,4.73,181.0,0.0,76.28,15.55
2025-04,H000395,C-000395,240.81,1.27,181.0,0.0,58.54,8.08
2025-05,H000395,C-000395,255.43,1.15,181.0,0.0,73.28,13.23
2025-06,H000395,C-000395,231.52,0.35,181.0,0.0,50.17,4.81
2025-01,H000396,C-000396,279.41,10.15,210.69,0.0,58.57,46.37
2025-02,H000396,C-000396,285.46,9.81,210.69,0.0,64.96,49.0
2025-03,H000396,C-000396,347.7,12.87,210.69,0.0,124.14,76.06
2025-04,H000396,C-000396,353.78,10.63,210.69,0.0,132.46,78.7
2025-05,H000396,C-000396,393.65,13.05,210.69,0.0,169.91,96.04
2025-06,H000396,C-000396,354.11,7.19,210.69,0.0,136.23,78.85
2025-01,H000397,C-000397,223.16,14.57,170.35,0.0,38.24,83.54
2025-02,H000397,C-000397,220.59,13.03,170.35,5.43,42.64,81.72
2025-03,H000397,C-000397,264.78,14.26,170.35,2.18,82.35,113.01
2025-04,H000397,C-000397,263.35,13.85,170.35,8.23,87.38,112.0
2025-05,H000397,C-000397,290.26,14.18,170.35,5.34,111.07,131.05
2025-06,H000397,C-000397,241.39,13.27,170.35,4.08,61.85,96.45
2025-01,H000398,C-000398,205.26,22.3,206.32,0.0,-23.36,49.64
2025-02,H000398,C-000398,192.31,20.61,206.32,0.0,-34.62,41.91
2025-03,H000398,C-000398,230.24,19.82,206.32,0.0,4.1,64.56
2025-04,H000398,C-000398,249.37,23.97,206.32,0.0,19.08,75.98
2025-05,H000398,C-000398,257.44,17.04,206.32,0.0,34.08,80.8
2025-06,H000398,C-000398,245.96,10.75,206.32,0.0,28.89,73.94
2025-01,H000399,C-000399,211.48,22.48,173.08,3.76,19.68,28.96
2025-02,H000399,C-000399,220.41,20.54,173.08,5.55,32.34,32.91
2025-03,H000399,C-000399,263.92,23.62,173.08,4.82,72.04,52.14
2025-04,H000399,C-000399,289.59,22.07,173.08,4.24,98.68,63.48
2025-05,H000399,C-000399,298.85,22.78,173.08,7.14,110.13,67.58
2025-06,H000399,C-000399,289.28,20.99,173.08,2.48,97.69,63.35
2025-01,H000400,C-000400,289.62,32.32,153.71,6.66,110.25,82.38
2025-02,H000400,C-000400,282.66,32.12,153.2,7.04,104.38,79.32
2025-03,H000400,C-000400,355.1,39.82,158.51,12.08,168.85,111.16
2025-04,H000400,C-000400,364.78,42.24,159.23,6.68,169.99,115.42
2025-05,H000400,C-000400,404.81,42.98,162.16,7.03,206.7,133.01
2025-06,H000400,C-000400,381.16,38.3,160.43,5.87,188.3,122.62
2025-01,H000401,C-000401,272.61,22.3,179.15,0.0,71.16,31.92
2025-02,H000401,C-000401,252.12,16.91,179.15,0.0,56.06,24.7
2025-03,H000401,C-000401,299.03,23.37,179.15,0.0,96.51,41.23
2025-04,H000401,C-000401,286.19,16.82,179.15,0.0,90.22,36.71
2025-05,H000401,C-000401,295.82,16.07,179.15,0.0,100.6,40.1
2025-06,H000401,C-000401,263.56,14.79,179.15,0.0,69.62,28.73
2025-01,H000402,C-000402,265.68,24.95,216.46,1.63,25.9,53.17
2025-02,H000402,C-000402,254.6,23.44,215.7,5.23,20.69,48.35
2025-03,H000402,C-000402,324.58,29.94,220.51,9.37,83.5,78.78
2025-04,H000402,C-000402,319.63,27.66,220.17,4.23,76.03,76.62
2025-05,H000402,C-000402,379.37,30.04,224.27,8.04,133.1,102.6
2025-06,H000402,C-000402,355.23,26.4,222.61,4.29,110.51,92.1
2025-01,H000403,C-000403,241.64,5.07,166.64,3.22,73.15,67.13
2025-02,H000403,C-000403,230.29,3.37,166.64,2.61,62.89,59.09
2025-03,H000403,C-000403,273.24,2.83,166.64,4.11,107.88,89.5
2025-04,H000403,C-000403,282.46,1.38,166.64,0.41,114.85,96.03
2025-05,H000403,C-000403,290.93,0.82,166.64,4.48,127.95,102.02
2025-06,H000403,C-000403,277.71,0.33,166.64,8.13,118.87,92.66
2025-01,H000404,C-000404,236.47,7.59,123.81,3.53,108.6,57.94
2025-02,H000404,C-000404,236.1,6.99,123.78,0.0,105.33,57.68
2025-03,H000404,C-000404,275.03,6.56,126.79,2.4,144.08,85.0
2025-04,H000404,C-000404,295.15,3.65,128.34,5.39,168.55,99.12
2025-05,H000404,C-000404,339.16,4.69,131.74,5.18,207.91,130.01
2025-06,H000404,C-000404,295.56,0.76,128.38,1.05,167.47,99.41
2025-01,H000405,C-000405,237.91,21.28,150.22,8.65,75.06,1.33
2025-02,H000405,C-000405,240.59,19.67,150.22,8.08,78.78,2.51
2025-03,H000405,C-000405,285.28,21.39,150.22,3.57,117.24,22.26
2025-04,H000405,C-000405,308.9,20.74,150.22,9.08,147.02,32.7
2025-05,H000405,C-000405,327.08,20.38,150.22,0.0,156.48,40.74
2025-06,H000405,C-000405,308.54,18.95,150.22,3.11,142.48,32.54
2025-01,H000406,C-000406,305.58,84.4,97.21,0.0,123.97,87.82
2025-02,H000406,C-000406,294.47,83.82,97.21,0.0,113.44,82.94
2025-03,H000406,C-000406,377.59,112.68,97.21,0.0,167.7,119.47
2025-04,H000406,C-000406,404.64,113.88,97.21,0.0,193.55,131.36
2025-05,H000406,C-000406,431.27,117.14,97.21,0.0,216.92,143.07
2025-06,H000406,C-000406,395.86,105.59,97.21,0.0,193.06,127.5
2025-01,H000407,C-000407,227.6,13.66,94.19,4.35,124.1,0.0
2025-02,H000407,C-000407,221.02,12.01,94.19,2.26,117.08,0.0
2025-03,H000407,C-000407,252.68,10.3,94.19,6.28,154.47,0.0
2025-04,H000407,C-000407,224.31,3.88,94.19,0.78,127.02,0.0
2025-05,H000407,C-000407,251.96,1.84,94.19,7.87,163.8,0.0
2025-06,H000407,C-000407,233.2,1.65,94.19,4.73,142.09,0.0
2025-01,H000408,C-000408,266.96,56.12,129.44,0.0,81.4,66.5
2025-02,H000408,C-000408,243.02,47.92,128.49,0.0,66.61,56.09
2025-03,H000408,C-000408,339.35,73.26,132.31,0.0,133.78,97.97
2025-04,H000408,C-000408,339.6,69.24,132.32,0.0,138.04,98.08
2025-05,H000408,C-000408,361.02,72.25,133.16,0.0,155.61,107.39
2025-06,H000408,C-000408,355.36,67.61,132.94,0.0,154.81,104.93
2025-01,H000409,C-000409,246.8,27.63,158.54,4.18,64.81,49.51
2025-02,H000409,C-000409,228.46,23.14,158.54,2.69,49.47,41.82
2025-03,H000409,C-000409,289.08,25.53,158.54,5.28,110.29,67.21
2025-04,H000409,C-000409,296.57,24.94,158.54,4.92,118.01,70.35
2025-05,H000409,C-000409,303.55,23.16,158.54,1.13,122.98,73.27
2025-06,H000409,C-000409,291.77,22.46,158.54,0.0,110.77,68.34
2025-01,H000410,C-000410,223.18,11.19,135.95,0.0,76.04,81.92
2025-02,H000410,C-000410,223.27,11.6,135.95,0.0,75.72,81.98
2025-03,H000410,C-000410,282.31,14.27,135.95,0.0,132.09,123.41
2025-04,H000410,C-000410,296.43,14.6,135.95,0.0,145.88,133.32
2025-05,H000410,C-000410,316.17,10.38,135.95,0.0,169.84,147.17
2025-06,H000410,C-000410,298.61,8.54,135.95,0.0,154.12,134.85
2025-01,H000411,C-000411,240.61,36.11,86.83,0.0,117.67,43.85
2025-02,H000411,C-000411,232.3,34.79,86.83,0.0,110.68,40.18
2025-03,H000411,C-000411,275.53,42.93,86.83,0.0,145.77,59.29
2025-04,H000411,C-000411,294.62,45.89,86.83,0.0,161.9,67.73
2025-05,H000411,C-000411,330.8,48.74,86.83,0.0,195.23,83.72
2025-06,H000411,C-000411,306.84,38.06,86.83,0.0,181.95,73.13
2025-01,H000412,C-000412,268.49,21.97,206.04,11.73,52.21,38.53
2025-02,H000412,C-000412,269.16,19.88,206.04,4.9,48.14,38.83
2025-03,H000412,C-000412,336.32,22.01,206.04,6.53,114.8,68.35
2025-04,H000412,C-000412,356.05,21.3,206.04,5.17,133.88,77.02
2025-05,H000412,C-000412,434.01,22.01,206.04,6.19,212.15,111.29
2025-06,H000412,C-000412,371.41,20.59,206.04,6.4,151.18,83.77
2025-01,H000413,C-000413,331.23,16.7,113.88,2.13,202.78,19.53
2025-02,H000413,C-000413,306.72,15.24,113.88,5.46,183.06,10.9
2025-03,H000413,C-000413,322.63,14.35,113.88,2.85,197.25,16.5
2025-04,H000413,C-000413,339.55,13.44,113.88,4.99,217.22,22.47
2025-05,H000413,C-000413,337.6,8.52,113.88,2.49,217.69,21.78
2025-06,H000413,C-000413,314.58,7.22,113.88,5.3,198.78,13.67
2025-01,H000414,C-000414,293.89,33.93,144.35,0.0,115.61,72.88
2025-02,H000414,C-000414,270.01,31.77,144.35,0.0,93.89,62.5
2025-03,H000414,C-000414,341.76,40.31,144.35,0.0,157.1,93.7
2025-04,H000414,C-000414,359.11,38.75,144.35,0.0,176.01,101.24
2025-05,H000414,C-000414,401.94,38.96,144.35,0.0,218.63,119.86
2025-06,H000414,C-000414,374.65,32.82,144.35,0.0,197.48,108.0
2025-01,H000415,C-000415,238.2,17.85,194.99,0.0,25.36,105.32
2025-02,H000415,C-000415,231.76,15.72,194.99,0.0,21.05,100.76
2025-03,H000415,C-000415,272.41,17.58,194.99,0.0,59.84,129.54
2025-04,H000415,C-000415,285.0,14.69,194.99,0.0,75.32,138.46
2025-05,H000415,C-000415,300.93,12.7,194.99,0.0,93.24,149.73
2025-06,H000415,C-000415,284.16,9.58,194.99,0.0,79.59,137.86
2025-01,H000416,C-000416,187.47,21.9,127.71,3.67,41.53,47.12
2025-02,H000416,C-000416,179.19,19.06,127.71,8.26,40.68,42.18
2025-03,H000416,C-000416,228.96,24.3,127.71,2.75,79.7,71.89
2025-04,H000416,C-000416,227.64,20.96,127.71,5.76,84.73,71.1
2025-05,H000416,C-000416,251.96,23.37,127.71,7.75,108.63,85.62
2025-06,H000416,C-000416,247.36,20.44,127.71,5.15,104.36,82.88
2025-01,H000417,C-000417,225.0,21.81,146.67,0.0,56.52,16.79
2025-02,H000417,C-000417,217.34,19.83,146.67,0.0,50.84,13.41
2025-03,H000417,C-000417,268.03,23.01,146.67,0.0,98.35,35.81
2025-04,H000417,C-000417,285.3,21.6,146.67,0.0,117.03,43.45
2025-05,H000417,C-000417,296.66,21.77,146.67,0.0,128.22,48.47
2025-06,H000417,C-000417,288.86,20.51,146.67,0.0,121.68,45.02
2025-01,H000418,C-000418,307.22,8.41,133.94,4.54,169.41,63.62
2025-02,H000418,C-000418,316.85,8.94,133.94,4.79,178.76,68.76
2025-03,H000418,C-000418,389.43,9.21,133.94,6.09,252.37,107.47
2025-04,H000418,C-000418,412.33,8.22,133.94,3.59,273.76,119.68
2025-05,H000418,C-000418,439.93,7.23,133.94,2.5,301.26,134.4
2025-06,H000418,C-000418,409.23,5.44,133.94,0.52,270.37,118.03
2025-01,H000419,C-000419,331.66,19.6,82.79,0.0,229.27,30.38
2025-02,H000419,C-000419,309.12,14.33,82.79,0.0,212.0,22.43
2025-03,H000419,C-000419,335.28,15.65,82.79,0.0,236.84,31.65
2025-04,H000419,C-000419,332.57,13.74,82.79,0.0,236.04,30.7
2025-05,H000419,C-000419,331.17,9.7,82.79,0.0,238.68,30.21
2025-06,H000419,C-000419,298.59,7.01,82.79,0.0,208.79,18.72
2025-01,H000420,C-000420,292.76,17.68,191.33,2.31,86.06,26.17
2025-02,H000420,C-000420,281.17,15.96,190.72,0.42,74.91,21.13
2025-03,H000420,C-000420,337.01,16.81,193.65,2.95,129.5,45.41
2025-04,H000420,C-000420,350.58,14.57,194.37,2.66,144.3,51.31
2025-05,H000420,C-000420,401.19,14.28,197.03,3.74,193.62,73.32
2025-06,H000420,C-000420,379.28,12.24,195.88,2.44,173.6,63.79
2025-01,H000421,C-000421,315.56,19.7,161.44,3.12,137.54,24.44
2025-02,H000421,C-000421,303.11,18.51,161.44,2.86,126.02,19.22
2025-03,H000421,C-000421,350.69,18.76,161.44,8.62,179.11,39.15
2025-04,H000421,C-000421,348.15,15.35,161.44,3.42,174.78,38.09
2025-05,H000421,C-000421,365.45,13.8,161.44,3.54,193.75,45.33
2025-06,H000421,C-000421,336.73,9.67,161.44,3.82,169.44,33.31
2025-01,H000422,C-000422,192.02,22.98,101.83,0.0,67.21,33.64
2025-02,H000422,C-000422,195.28,23.05,102.09,0.0,70.14,35.59
2025-03,H000422,C-000422,230.95,22.96,104.85,0.0,103.14,56.88
2025-04,H000422,C-000422,236.54,23.34,105.29,0.0,107.91,60.22
2025-05,H000422,C-000422,261.59,20.21,107.23,0.0,134.15,75.17
2025-06,H000422,C-000422,244.9,19.94,105.94,0.0,119.02,65.21
2025-01,H000423,C-000423,285.97,0.0,86.93,0.0,199.04,0.0
2025-02,H000423,C-000423,294.19,0.0,86.93,0.0,207.26,0.0
2025-03,H000423,C-000423,351.2,0.0,86.93,0.0,264.27,21.85
2025-04,H000423,C-000423,390.19,0.0,86.93,0.0,303.26,37.93
2025-05,H000423,C-000423,411.62,0.0,86.93,0.0,324.69,46.77
2025-06,H000423,C-000423,398.2,0.0,86.93,0.0,311.27,41.23
2025-01,H000424,C-000424,299.15,12.2,166.94,0.0,120.01,26.09
2025-02,H000424,C-000424,292.55,10.47,166.94,0.0,115.14,23.19
2025-03,H000424,C-000424,370.03,13.3,166.94,0.0,189.79,57.24
2025-04,H000424,C-000424,390.21,8.28,166.94,0.0,214.99,66.11
2025-05,H000424,C-000424,403.78,3.82,166.94,0.0,233.02,72.08
2025-06,H000424,C-000424,382.59,3.46,166.94,0.0,212.19,62.76
2025-01,H000425,C-000425,235.62,12.21,197.09,3.34,29.66,0.0
2025-02,H000425,C-000425,221.34,9.8,197.09,1.92,16.37,0.0
2025-03,H000425,C-000425,252.75,8.06,197.09,4.56,52.16,0.0
2025-04,H000425,C-000425,239.19,3.09,197.09,2.94,41.95,0.0
2025-05,H000425,C-000425,260.43,1.56,197.09,6.95,68.73,0.0
2025-06,H000425,C-000425,236.59,0.25,197.09,4.72,43.97,0.0
2025-01,H000426,C-000426,325.51,28.21,175.98,0.0,121.32,67.37
2025-02,H000426,C-000426,322.22,30.75,175.98,0.0,115.49,65.94
2025-03,H000426,C-000426,375.34,31.5,175.98,0.0,167.86,89.04
2025-04,H000426,C-000426,394.19,32.0,175.98,0.0,186.21,97.23
2025-05,H000426,C-000426,425.51,34.99,175.98,0.0,214.54,110.85
2025-06,H000426,C-000426,400.06,27.19,175.98,0.0,196.89,99.79
2025-01,H000427,C-000427,252.31,16.23,207.08,0.0,29.0,21.57
2025-02,H000427,C-000427,239.5,13.84,207.08,0.0,18.58,16.21
2025-03,H000427,C-000427,294.14,16.63,207.08,0.0,70.43,39.09
2025-04,H000427,C-000427,280.61,12.48,207.08,0.0,61.05,33.43
2025-05,H000427,C-000427,290.31,9.73,207.08,0.0,73.5,37.49
2025-06,H000427,C-000427,274.0,8.05,207.08,0.0,58.87,30.66
2025-01,H000428,C-000428,236.43,29.4,91.71,0.0,115.32,101.12
2025-02,H000428,C-000428,240.7,30.02,91.71,0.0,118.97,104.11
2025-03,H000428,C-000428,296.99,33.22,91.71,0.0,172.06,143.61
2025-04,H000428,C-000428,314.99,38.81,91.71,0.0,184.47,156.25
2025-05,H000428,C-000428,332.82,40.85,91.71,0.0,200.26,168.76
2025-06,H000428,C-000428,315.26,32.55,91.71,0.0,191.0,156.44
2025-01,H000429,C-000429,220.94,12.77,89.88,6.04,124.33,0.0
2025-02,H000429,C-000429,217.97,11.59,89.88,7.48,123.98,0.0
2025-03,H000429,C-000429,268.68,11.57,89.88,3.79,171.02,0.0
2025-04,H000429,C-000429,279.06,9.76,89.88,4.43,183.85,0.0
2025-05,H000429,C-000429,311.63,7.95,92.0,6.14,217.82,13.75
2025-06,H000429,C-000429,293.12,4.84,90.74,3.72,201.26,5.57
2025-01,H000430,C-000430,304.37,16.21,165.54,5.04,127.66,100.98
2025-02,H000430,C-000430,318.35,18.16,165.54,3.99,138.64,108.44
2025-03,H000430,C-000430,388.32,25.61,165.54,5.9,203.07,145.76
2025-04,H000430,C-000430,430.24,28.8,165.54,3.57,239.47,168.11
2025-05,H000430,C-000430,443.48,28.14,165.54,6.45,256.25,175.18
2025-06,H000430,C-000430,413.26,23.96,165.54,2.13,225.89,159.06
2025-01,H000431,C-000431,213.81,13.64,110.92,0.61,89.86,0.0
2025-02,H000431,C-000431,196.82,9.26,110.92,10.84,87.48,0.0
2025-03,H000431,C-000431,224.31,7.97,110.92,1.05,106.47,0.0
2025-04,H000431,C-000431,216.58,3.1,110.92,2.36,104.92,0.0
2025-05,H000431,C-000431,232.5,1.61,110.92,2.93,122.9,0.0
2025-06,H000431,C-000431,218.43,1.04,110.92,7.64,114.11,0.0
2025-01,H000432,C-000432,291.46,0.0,206.81,4.45,89.1,7.31
2025-02,H000432,C-000432,289.01,1.41,206.81,5.86,86.65,6.24
2025-03,H000432,C-000432,381.06,1.83,206.81,6.04,178.46,46.26
2025-04,H000432,C-000432,361.94,0.0,206.81,5.31,160.44,37.95
2025-05,H000432,C-000432,379.71,0.0,206.81,6.57,179.47,45.68
2025-06,H000432,C-000432,369.36,0.0,206.81,2.86,165.41,41.18
2025-01,H000433,C-000433,287.13,16.03,209.85,0.0,61.25,135.24
2025-02,H000433,C-000433,286.15,18.24,209.85,0.0,58.06,134.54
2025-03,H000433,C-000433,324.01,17.37,209.85,0.0,96.79,161.35
2025-04,H000433,C-000433,321.44,15.06,209.85,0.0,96.53,159.53
2025-05,H000433,C-000433,343.99,14.27,209.85,0.0,119.87,175.49
2025-06,H000433,C-000433,311.02,13.94,209.85,0.0,87.23,152.15
2025-01,H000434,C-000434,242.19,22.27,143.55,0.0,76.37,107.86
2025-02,H000434,C-000434,222.52,18.08,143.55,0.0,60.89,94.05
2025-03,H000434,C-000434,302.34,25.24,143.55,0.0,133.55,150.07
2025-04,H000434,C-000434,299.68,24.66,143.55,0.0,131.47,148.2
2025-05,H000434,C-000434,332.04,24.35,143.55,0.0,164.14,170.91
2025-06,H000434,C-000434,315.22,22.62,143.55,0.0,149.05,159.11
2025-01,H000435,C-000435,332.82,20.15,159.62,4.21,157.26,67.69
2025-02,H000435,C-000435,315.6,15.36,159.62,6.16,146.78,60.59
2025-03,H000435,C-000435,378.81,18.5,159.62,4.0,204.69,86.66
2025-04,H000435,C-000435,393.1,17.76,159.62,3.6,219.32,92.55
2025-05,H000435,C-000435,446.97,17.66,159.62,8.81,278.5,114.76
2025-06,H000435,C-000435,415.17,14.4,159.62,7.39,248.54,101.65
2025-01,H000436,C-000436,319.56,3.61,171.64,0.0,144.31,30.74
2025-02,H000436,C-000436,312.42,6.15,171.64,0.0,134.63,27.6
2025-03,H000436,C-000436,351.07,1.71,171.64,0.0,177.72,44.59
2025-04,H000436,C-000436,369.32,0.93,171.64,0.0,196.75,52.61
2025-05,H000436,C-000436,415.08,2.93,171.64,0.0,240.51,72.73
2025-06,H000436,C-000436,403.03,0.47,171.64,0.0,230.92,67.43
2025-01,H000437,C-000437,218.72,19.6,203.42,0.0,-4.3,18.76
2025-02,H000437,C-000437,205.85,15.8,203.42,0.0,-13.37,14.23
2025-03,H000437,C-000437,224.73,15.81,203.42,0.0,5.5,20.88
